code_commune,code_dep_min,ROUSSEL,MÉLENCHON,MACRON,JADOT,DUPONT-AIGNAN,POUTOU,LASSALLE,HIDALGO,ARTHAUD,PÉCRESSE,LE PEN,ZEMMOUR
78385,78,4,9,29,10,4,1,4,0,3,5,35,11
39385,39,18,54,53,9,7,4,0,0,6,32,35,15
52385,52,0,6,1,5,3,0,0,0,4,0,3,0
77385,77,72,281,293,63,13,18,5,31,12,247,216,76
88385,88,17,66,51,8,0,7,0,10,0,43,45,16
71385,71,12,71,68,19,0,0,5,9,0,53,64,13
33385,33,11,60,90,20,5,9,0,7,5,69,51,28
61385,61,13,42,38,5,1,0,0,11,0,21,49,9
32385,32,2,12,22,11,0,0,1,0,2,10,21,9
89385,89,0,14,9,0,0,0,2,10,3,8,6,0
62386,62,143,1015,560,151,35,44,0,3,21,535,418,169
02386,02,4,41,15,8,5,4,1,0,0,9,16,6
70386,70,10,32,19,0,0,6,2,0,0,0,21,8
57386,57,4,38,28,12,6,4,2,8,5,27,21,11
27386,27,30,174,121,24,9,12,4,0,6,80,112,24
22386,22,19,47,88,27,3,2,0,19,0,71,53,25
76386,76,9,40,32,11,0,4,4,9,0,38,24,9
21386,21,10,39,44,11,6,1,0,0,0,19,34,4
59386,59,224,1320,924,281,52,40,18,25,45,968,817,264
60386,60,15,63,46,14,1,1,3,3,4,31,33,14
91386,91,461,1062,1665,432,42,58,12,109,77,1403,1188,450
25386,25,2,16,16,0,0,0,5,0,4,14,20,0
51386,51,3,18,11,0,2,0,3,18,0,8,17,0
39386,39,5,7,9,0,1,1,0,0,0,7,9,5
52386,52,18,75,46,6,1,1,1,0,0,32,42,13
77386,77,17,80,89,15,1,3,0,18,0,74,69,17
88386,88,8,57,44,14,7,1,0,2,3,28,34,8
71386,71,0,12,7,8,0,0,0,0,0,4,10,7
33386,33,2,17,31,10,4,0,0,0,1,6,22,8
61386,61,15,45,48,5,0,0,0,0,2,29,50,9
32386,32,0,10,21,3,1,5,0,9,0,14,12,2
89386,89,1,12,10,5,0,4,0,0,5,0,13,0
28386,28,32,137,110,22,4,11,0,7,4,75,108,28
10386,10,3,36,16,3,0,0,0,8,3,11,28,5
62387,62,13,70,38,10,0,3,0,0,0,21,24,14
02387,02,31,181,97,23,4,1,5,0,2,89,88,27
57387,57,9,40,30,4,5,7,0,2,1,25,18,4
22387,22,31,101,173,59,1,7,0,0,0,123,113,57
76387,76,8,54,34,12,0,2,0,3,5,41,36,11
21387,21,5,24,23,2,0,0,0,0,4,23,27,5
59387,59,34,209,162,36,1,8,6,17,7,170,122,40
60387,60,37,177,117,30,6,5,0,0,2,102,109,29
95387,95,0,5,8,7,0,0,5,0,0,4,1,0
25387,25,10,46,40,5,4,0,0,0,0,22,37,10
51387,51,11,30,26,8,1,0,5,0,6,23,25,1
39387,39,2,19,16,9,6,3,0,0,0,20,23,9
70387,70,17,108,69,11,0,1,0,7,0,55,51,13
50387,50,10,39,49,14,4,4,5,0,0,18,35,10
77387,77,18,52,45,11,0,2,0,1,1,44,44,19
88387,88,12,28,27,3,3,0,4,0,0,8,19,10
71387,71,6,41,28,4,0,4,1,12,0,26,23,9
33387,33,33,126,187,50,5,9,1,0,5,139,127,57
61387,61,18,71,68,14,6,3,6,0,0,40,64,13
32387,32,6,12,12,7,1,0,0,0,3,0,10,1
89387,89,625,2904,2017,473,78,121,23,112,93,1586,2018,497
28387,28,21,97,85,16,5,5,0,15,9,72,95,24
10387,10,1255,5850,3657,793,131,172,73,204,161,2508,4443,791
62388,62,4,50,30,11,0,0,4,0,2,9,25,3
02388,02,9,42,22,9,2,0,0,0,0,10,10,0
57388,57,10,25,27,8,5,1,2,0,2,0,17,6
76388,76,7,60,54,11,6,0,0,5,5,58,42,12
27388,27,15,80,51,10,1,6,0,11,0,40,40,9
21388,21,18,54,59,12,1,0,0,0,7,34,55,21
59388,59,58,299,213,54,7,6,2,13,11,215,178,55
60388,60,5,31,23,5,0,5,4,0,1,1,18,0
95388,95,103,418,585,154,23,11,0,57,25,568,445,146
25388,25,463,2045,1985,492,65,118,32,140,93,1479,1853,506
51388,51,109,501,349,74,18,15,1,0,15,250,393,83
39388,39,7,30,29,10,5,0,0,0,5,19,18,11
70388,70,59,291,187,38,9,13,1,0,15,144,162,53
50388,50,34,149,169,43,4,3,6,0,7,100,156,42
52388,52,11,17,21,3,6,0,1,4,1,10,18,2
88388,88,1,17,17,7,0,0,0,0,4,6,17,0
77388,77,19,93,86,23,4,3,0,3,0,77,70,16
71388,71,11,57,57,11,0,7,0,0,1,48,53,17
33388,33,20,65,107,25,2,11,0,0,3,75,71,26
61388,61,6,29,23,10,3,4,0,0,0,7,25,0
32388,32,4,41,46,13,1,0,0,7,0,40,26,15
89388,89,12,74,48,13,5,0,0,23,0,48,60,8
28388,28,25,113,96,24,0,6,0,39,0,77,102,20
10388,10,2,3,9,0,0,0,3,0,1,0,9,5
22388,22,25,82,146,42,0,3,6,17,9,105,104,45
62389,62,0,2,4,1,4,2,1,0,0,0,7,0
02389,02,9,105,51,7,4,3,6,12,1,48,51,11
77389,77,90,334,318,85,5,15,9,5,27,245,226,71
57389,57,17,68,45,17,5,0,0,21,1,37,35,10
76389,76,7,24,23,11,6,0,4,0,5,6,11,1
14389,14,3,25,29,4,0,0,5,0,0,27,25,5
27389,27,11,64,47,10,0,7,0,0,3,31,39,7
21389,21,9,25,30,2,0,4,5,0,0,2,30,10
59389,59,48,351,245,65,9,8,0,1,8,267,212,64
60389,60,9,28,26,0,5,0,0,0,2,17,23,2
25389,25,0,11,14,9,4,0,0,10,0,6,11,1
51389,51,19,113,94,14,4,6,0,3,8,64,97,18
78389,78,44,120,265,67,8,6,5,0,15,150,270,62
39389,39,12,72,63,19,0,2,0,13,4,57,50,12
70389,70,1,12,3,0,0,4,0,0,0,2,6,0
50389,50,10,35,45,16,0,0,3,7,0,34,43,17
88389,88,8,12,6,0,5,0,0,0,0,0,11,5
71389,71,9,33,38,13,0,0,0,1,0,23,31,7
33389,33,58,276,381,115,10,32,1,7,12,297,251,109
32389,32,15,45,49,23,0,0,0,10,0,38,32,23
61389,61,30,146,121,32,1,7,5,0,3,81,149,32
28389,28,12,42,45,5,0,7,1,6,0,24,32,13
10389,10,4,25,12,5,5,4,2,0,0,0,15,1
22389,22,100,341,581,173,14,32,8,61,15,432,403,178
62390,62,38,323,171,43,6,15,0,0,8,162,123,50
02390,02,8,45,16,4,0,2,5,0,0,8,20,4
91390,91,116,272,432,114,11,15,5,4,23,349,282,121
57390,57,34,192,136,40,3,4,0,43,5,126,112,33
76390,76,25,126,105,30,0,10,0,24,1,128,84,34
14390,14,6,22,20,5,1,0,0,0,1,21,24,7
27390,27,35,141,95,28,6,7,0,11,6,83,92,25
21390,21,132,591,625,160,26,20,11,29,21,470,559,144
59390,59,82,521,340,99,12,13,0,30,24,358,301,107
60390,60,11,40,30,5,0,0,1,8,0,19,29,1
25390,25,12,36,28,4,2,0,0,0,7,19,37,12
51390,51,15,93,77,13,6,3,2,2,6,57,77,21
39390,39,2,31,24,2,0,2,0,21,3,20,19,3
70390,70,8,78,53,14,6,2,4,0,6,40,38,8
50390,50,0,13,22,3,0,5,0,8,0,18,14,3
52390,52,5,2,12,0,0,3,4,0,2,0,4,6
88390,88,0,23,15,0,3,0,5,0,5,0,11,3
77390,77,536,1998,1971,475,62,98,31,82,104,1626,1554,488
71390,71,33,129,118,30,1,9,0,15,6,101,104,32
61390,61,6,10,12,8,0,6,3,0,2,0,16,7
32390,32,8,28,29,7,0,0,0,0,4,18,18,11
33390,33,10,45,52,16,5,4,0,7,1,50,38,13
89390,89,20,76,56,9,3,2,0,0,0,37,57,15
28390,28,4,43,32,11,5,0,0,1,6,21,29,13
10390,10,0,19,9,0,0,0,4,14,1,3,11,0
22390,22,15,59,99,34,1,1,4,14,0,69,71,33
50391,50,74,262,342,94,16,16,2,36,4,226,304,97
62391,62,42,244,136,43,6,7,0,43,1,132,97,32
02391,02,2,38,15,1,0,5,0,7,1,11,20,0
76391,76,70,307,273,78,10,7,5,36,10,299,221,83
57391,57,7,7,11,0,2,1,3,0,3,0,7,0
14391,14,6,38,36,10,4,3,0,14,2,32,30,11
27391,27,48,226,157,47,3,14,0,23,2,135,159,35
21391,21,20,101,100,23,6,1,2,5,2,68,92,19
59391,59,23,128,95,22,7,4,0,0,3,82,71,27
60391,60,2,46,30,5,5,4,3,0,0,22,17,1
25391,25,3,28,24,11,0,0,2,0,4,19,19,10
51391,51,65,294,231,55,12,9,4,3,7,172,250,51
78391,78,7,28,46,7,2,2,0,8,2,25,49,15
39391,39,9,42,40,5,1,3,2,3,5,27,26,8
52391,52,13,40,19,5,1,3,0,2,3,27,28,2
88391,88,23,95,66,20,7,8,0,0,0,45,64,13
77391,77,9,41,46,9,2,0,0,16,0,38,43,17
71391,71,11,54,56,9,0,4,0,34,0,40,43,11
33391,33,4,30,35,10,5,1,0,6,2,36,29,7
61391,61,93,392,342,75,17,23,0,28,16,249,399,79
32391,32,8,10,16,5,5,0,3,8,4,9,13,4
89391,89,32,158,119,32,5,7,0,0,7,95,127,33
28391,28,67,285,242,59,6,6,0,43,9,177,257,54
10391,10,8,50,28,4,4,0,5,0,5,18,38,9
22391,22,20,84,154,52,0,12,0,40,0,103,95,48
62392,62,10,76,33,9,2,7,0,0,0,43,25,9
02392,02,14,55,26,6,1,0,0,1,5,33,27,11
57392,57,9,66,41,11,5,0,0,3,0,45,32,9
76392,76,33,133,119,30,0,2,0,31,8,123,99,34
27392,27,9,30,14,0,3,5,5,0,0,0,15,5
21392,21,0,4,4,3,4,2,5,0,4,0,12,0
59392,59,518,3274,2307,679,82,110,38,222,107,2452,1938,646
25392,25,4,13,21,8,0,0,0,0,6,6,21,7
51392,51,9,26,24,10,0,0,0,0,0,3,29,10
60392,60,20,134,87,19,7,0,0,0,1,59,69,25
95392,95,101,382,551,153,8,22,9,32,40,505,414,157
39392,39,8,20,15,7,0,5,0,1,1,25,14,9
70392,70,2,2,7,0,1,0,0,0,4,0,7,0
52392,52,4,20,5,0,2,0,0,6,0,3,7,7
77392,77,27,88,86,19,1,0,1,0,3,72,70,25
71392,71,16,63,54,21,2,3,0,0,7,40,56,16
61392,61,6,16,10,8,6,0,0,0,3,2,9,2
32392,32,0,6,13,2,2,5,0,2,0,5,10,0
33392,33,14,76,116,31,0,8,0,0,1,98,71,38
89392,89,5,30,19,1,2,0,0,4,5,24,28,7
28392,28,5,20,18,9,6,0,0,0,0,3,23,9
10392,10,18,60,43,9,0,0,3,0,1,20,51,7
62393,62,27,203,110,27,9,3,0,6,2,109,89,26
02393,02,5,27,7,8,6,0,3,0,0,4,9,0
57393,57,10,24,22,0,1,1,0,0,6,7,21,1
76393,76,4,10,4,0,0,1,5,0,1,0,0,3
14393,14,7,38,35,8,0,2,3,0,2,36,33,10
27393,27,13,70,43,8,3,0,3,0,1,31,45,14
21393,21,6,22,17,4,3,0,2,0,0,15,14,7
59393,59,26,147,104,32,6,4,0,0,2,99,91,23
60393,60,8,63,32,13,6,0,4,0,7,23,34,12
25393,25,13,60,58,20,2,5,3,0,8,25,59,16
91393,91,24,41,63,22,5,7,0,3,7,55,43,12
51393,51,5,38,32,7,5,3,0,0,6,10,22,2
70393,70,8,55,41,5,3,3,0,6,0,33,39,8
39393,39,6,0,2,6,1,5,0,0,4,0,8,0
50393,50,61,221,260,69,0,26,7,51,11,174,224,61
52393,52,0,13,7,0,0,1,0,0,0,6,4,6
88393,88,9,45,30,4,3,0,0,22,2,29,26,6
77393,77,80,284,292,68,6,13,1,13,14,245,212,61
71393,71,21,57,52,21,1,0,4,0,3,27,53,19
33393,33,106,449,653,195,7,42,8,43,13,528,423,198
61393,61,8,16,18,7,0,3,0,0,0,0,16,4
32393,32,0,12,16,2,4,4,0,3,6,10,18,3
89393,89,3,18,14,5,0,0,4,0,4,0,7,8
28393,28,61,218,195,45,14,13,9,12,16,152,202,44
10393,10,8,27,22,5,4,6,0,0,2,0,18,1
76394,76,21,80,67,16,0,0,5,0,0,73,58,20
57394,57,15,53,43,5,0,0,0,0,6,25,26,10
14394,14,11,42,61,19,2,8,0,0,6,37,47,10
27394,27,17,70,45,10,4,8,4,0,0,27,35,13
21394,21,1,28,26,2,6,5,5,0,6,0,23,6
59394,59,8,45,31,7,4,3,0,0,6,17,27,8
25394,25,46,186,188,53,4,14,3,0,10,141,169,48
60394,60,7,8,11,2,2,0,3,0,5,0,13,0
95394,95,180,674,981,277,24,23,16,75,53,929,721,265
70394,70,4,13,6,3,0,0,3,0,0,2,12,0
39394,39,0,15,12,7,0,0,3,0,0,0,5,2
52394,52,7,28,19,9,5,0,0,0,3,17,17,3
50394,50,60,200,252,63,7,20,0,21,6,178,218,63
88394,88,3,3,4,6,0,2,4,0,0,0,5,0
77394,77,70,213,233,56,10,12,0,0,18,192,158,60
71394,71,21,104,83,29,0,0,2,22,1,66,80,26
33394,33,37,174,237,73,7,15,8,0,9,174,154,65
61394,61,21,90,89,22,3,2,5,12,7,53,99,22
32394,32,9,31,36,15,0,2,0,32,0,31,28,8
89394,89,7,18,8,7,4,0,0,2,0,7,7,3
28394,28,40,173,136,36,7,5,2,0,9,118,156,32
10394,10,2,27,11,1,1,6,0,0,1,4,18,2
62395,62,3,34,18,6,0,0,0,0,6,8,13,8
02395,02,8,23,13,0,1,0,2,0,0,14,13,5
50395,50,10,27,28,12,0,1,3,0,0,16,30,12
95395,95,25,66,99,29,3,5,0,8,7,93,77,30
89395,89,11,57,38,6,1,4,3,13,0,39,40,14
57395,57,5,31,22,8,1,0,2,0,0,14,16,8
76395,76,18,82,65,20,2,2,0,0,0,77,62,20
21395,21,6,6,14,6,4,0,0,0,1,0,3,0
59395,59,12,47,32,4,0,2,0,0,5,34,23,8
25395,25,43,174,173,45,2,12,6,2,11,135,168,52
27395,27,4,12,11,0,5,0,0,0,5,7,8,0
60395,60,275,1540,975,240,32,58,10,103,49,874,831,252
51395,51,0,11,12,6,0,0,5,0,0,7,15,5
70395,70,4,10,10,0,0,0,0,5,3,0,1,0
52395,52,7,0,6,6,0,2,0,0,2,0,2,4
88395,88,8,54,32,8,0,6,1,2,2,35,37,5
77395,77,5,14,15,0,0,0,0,4,0,15,8,0
71395,71,1,24,28,3,0,0,0,6,0,18,21,6
33395,33,26,114,166,54,7,13,6,0,10,140,103,51
61395,61,10,36,26,3,0,6,4,0,3,16,32,5
32395,32,9,22,25,12,0,0,3,0,3,12,18,7
28395,28,10,71,53,16,2,2,0,14,3,36,62,11
10395,10,7,50,31,7,3,5,1,0,4,9,36,4
62396,62,0,0,4,0,0,5,0,0,0,0,0,0
02396,02,0,5,4,0,0,2,0,6,0,6,3,3
78396,78,111,393,849,210,7,24,8,21,22,464,770,219
57396,57,22,124,87,21,2,11,3,15,5,86,74,17
76396,76,10,33,28,9,0,0,0,7,1,27,30,12
14396,14,18,87,114,37,4,1,0,4,6,82,92,34
21396,21,1,5,14,2,0,0,4,0,1,0,13,1
59396,59,10,91,60,18,1,6,0,7,7,64,47,16
27396,27,19,68,37,11,0,7,4,0,1,31,43,12
60396,60,15,86,61,19,0,1,0,0,7,40,53,17
51396,51,8,27,11,1,6,2,1,0,0,5,16,0
39396,39,29,97,80,25,7,2,0,20,1,75,69,20
70396,70,2,0,5,0,0,0,4,0,1,0,8,0
52396,52,5,22,18,2,4,0,0,0,6,4,22,4
77396,77,0,12,12,3,0,1,1,0,1,8,12,3
71396,71,16,52,59,14,0,5,0,8,1,39,48,11
33396,33,7,17,22,6,0,0,0,13,0,15,12,6
61396,61,0,10,7,1,0,0,0,16,1,10,8,3
32396,32,4,17,28,9,0,2,0,0,4,13,18,5
28396,28,10,38,33,13,0,5,0,0,4,17,35,13
10396,10,11,81,52,11,0,0,5,0,0,31,62,6
62397,62,119,870,462,128,34,31,18,0,17,433,366,133
02397,02,25,211,112,22,9,9,0,14,1,102,106,22
51397,51,9,18,19,5,5,5,0,0,3,0,19,1
60397,60,1,7,7,7,0,0,0,7,2,9,2,0
78397,78,144,458,943,209,10,21,12,37,47,520,916,227
57397,57,3,17,17,0,1,0,0,0,6,6,13,1
76397,76,23,106,101,21,1,9,0,1,2,108,78,29
14397,14,9,35,33,15,0,5,0,0,0,25,36,14
21397,21,7,12,17,1,0,0,2,6,0,13,21,4
59397,59,16,88,67,16,0,2,2,0,2,63,58,17
25397,25,57,237,243,55,5,11,2,7,14,171,205,62
27397,27,55,257,176,43,3,9,0,0,2,133,170,44
39397,39,42,179,168,40,5,13,3,26,11,146,137,34
70397,70,6,11,11,0,3,0,3,0,0,0,5,5
50397,50,2,15,26,6,0,0,5,0,1,18,24,9
52397,52,0,12,5,0,0,0,0,15,0,8,7,1
61397,61,110,467,439,107,12,27,17,23,18,287,509,103
32397,32,8,20,33,13,0,6,2,0,0,20,22,15
71397,71,11,32,32,7,0,5,0,0,0,17,25,6
33397,33,94,400,547,159,12,32,14,24,25,451,381,156
77397,77,46,187,187,48,6,6,9,0,1,148,142,46
89397,89,13,60,38,13,0,0,0,0,6,22,40,7
28397,28,14,42,42,5,2,0,0,25,1,32,36,7
10397,10,0,21,20,0,0,5,0,6,0,9,15,5
62398,62,10,48,29,9,4,7,1,0,0,15,28,10
02398,02,9,51,28,10,5,2,0,3,0,20,25,6
51398,51,5,30,15,6,0,5,0,0,0,15,19,4
60398,60,52,290,189,45,2,11,3,28,2,150,159,49
50398,50,7,22,21,6,0,1,5,1,2,17,14,4
78398,78,24,59,141,27,0,2,2,10,5,84,119,28
88398,88,0,23,16,4,0,5,1,0,0,0,7,4
57398,57,19,61,46,19,0,7,6,0,0,38,47,8
76398,76,13,84,81,15,3,0,4,15,6,81,54,16
14398,14,15,52,73,24,0,6,3,6,0,56,60,14
21398,21,12,40,42,7,0,0,1,0,0,25,33,6
27398,27,43,199,127,29,9,9,3,4,6,114,122,29
25398,25,0,16,15,3,0,1,0,0,3,3,9,3
59398,59,70,437,306,80,18,10,1,0,13,294,252,86
70398,70,6,7,8,5,3,4,0,0,0,0,5,0
39398,39,9,33,31,9,0,0,0,11,5,31,21,2
52398,52,27,101,53,19,5,8,0,0,0,49,63,20
77398,77,17,70,79,12,0,0,4,0,9,67,59,21
71398,71,30,133,125,29,1,5,2,6,8,88,110,28
33398,33,6,16,32,11,2,2,0,0,2,0,23,12
61398,61,3,3,9,0,0,4,0,0,3,1,7,0
32398,32,4,32,27,8,0,5,0,2,0,28,29,15
89398,89,12,57,44,11,5,1,5,0,0,32,38,14
28398,28,34,145,131,27,0,8,0,5,3,89,117,35
10398,10,4,12,10,0,0,2,2,0,0,3,6,1
62399,62,23,130,62,13,1,4,0,9,6,77,55,15
02399,02,7,85,37,9,7,8,0,12,0,41,39,12
51399,51,20,68,58,9,2,0,2,21,3,34,52,8
60399,60,8,20,11,8,1,2,0,0,2,5,18,9
50399,50,4,24,18,7,5,0,1,0,2,15,20,1
88399,88,6,25,24,9,0,0,0,0,2,11,13,9
57399,57,5,12,9,6,2,5,0,0,3,5,8,0
76399,76,8,30,22,11,5,0,0,0,6,1,13,6
14399,14,5,38,37,12,2,6,2,3,0,31,41,9
21399,21,8,17,22,8,3,0,2,0,0,10,19,10
27399,27,0,2,8,5,1,4,1,0,0,0,1,2
59399,59,25,139,98,34,9,7,0,2,6,112,85,31
91399,91,11,12,26,7,4,6,2,0,0,0,19,10
70399,70,8,34,17,7,0,0,0,0,0,13,20,8
39399,39,10,40,25,4,0,0,0,12,1,24,29,7
52399,52,4,27,17,0,4,4,0,0,0,8,19,5
71399,71,15,55,53,12,0,0,0,15,7,47,57,11
33399,33,1,23,35,8,0,7,0,7,6,36,18,8
61399,61,0,9,3,0,2,1,0,4,1,5,12,2
32399,32,3,1,11,5,0,4,3,0,5,0,7,0
89399,89,48,233,166,41,10,9,0,2,8,133,160,43
10399,10,19,89,59,12,3,0,6,0,6,44,72,16
62400,62,119,791,430,122,27,27,6,12,17,434,347,138
02400,02,3,24,12,6,3,0,5,0,0,8,13,3
52400,52,11,26,10,3,6,0,3,10,1,3,8,6
14400,14,2,21,24,5,6,1,0,6,0,15,23,5
21400,21,0,6,7,1,1,0,1,1,0,7,2,7
60400,60,9,34,26,4,3,0,1,0,1,22,27,8
76400,76,60,283,236,67,6,21,2,20,8,239,202,77
27400,27,14,54,35,9,0,2,0,0,6,23,37,4
59400,59,247,1359,946,275,49,50,13,61,40,967,834,293
25400,25,14,60,49,7,1,1,3,8,0,40,43,14
70400,70,3,23,18,0,4,0,4,0,3,0,9,4
39400,39,1,17,20,7,0,0,0,2,0,12,20,3
50400,50,86,300,343,93,15,18,7,0,9,215,284,94
88400,88,7,46,23,10,1,2,0,4,3,23,23,12
77400,77,54,198,208,50,6,5,2,0,10,170,147,47
71400,71,6,16,19,2,0,0,0,16,6,11,10,0
33400,33,6,32,32,14,6,2,1,0,6,12,29,15
61400,61,10,29,34,9,0,3,0,0,5,8,27,12
32400,32,0,16,15,6,1,5,0,1,6,14,18,10
89400,89,6,52,34,11,0,7,0,0,2,18,35,10
28400,28,9,25,13,7,2,1,0,0,4,12,19,2
10400,10,8,22,18,0,0,0,3,0,0,2,20,2
76401,76,54,309,260,87,10,16,6,0,8,265,217,65
62401,62,104,749,416,124,24,33,6,3,22,393,289,117
02401,02,8,40,18,8,4,0,5,0,4,2,24,2
27401,27,1,25,16,3,3,0,4,0,0,21,17,4
60401,60,23,117,76,16,0,6,2,0,2,44,66,17
974401,974,156,1342,1082,463,93,63,47,89,100,1309,971,442
57401,57,0,12,7,1,0,0,1,2,0,13,9,0
14401,14,4,11,13,10,0,0,0,0,0,9,18,8
21401,21,7,39,38,6,0,0,0,0,2,15,35,14
78401,78,116,392,829,209,20,19,5,92,20,475,789,200
25401,25,3,0,8,0,3,0,0,0,0,0,3,0
59401,59,44,299,228,60,12,9,0,40,2,223,172,60
39401,39,7,28,21,9,0,0,0,9,0,26,17,3
70401,70,2,19,8,0,0,0,2,4,4,11,15,0
50401,50,14,67,98,19,3,5,2,19,6,64,71,17
52401,52,14,66,33,4,2,5,3,0,4,15,41,8
88401,88,13,73,47,14,7,4,0,0,4,29,48,17
61401,61,0,16,10,6,0,1,4,0,0,6,14,2
32401,32,1,9,13,8,0,0,0,4,2,8,5,3
77401,77,26,77,71,17,0,1,1,0,8,57,64,21
71401,71,18,62,63,17,0,7,0,18,0,54,48,16
33401,33,8,12,24,6,0,0,5,0,4,1,8,5
28401,28,18,61,57,11,2,0,5,0,0,24,52,12
10401,10,67,282,165,34,12,8,0,6,6,124,212,42
974402,974,193,1439,1192,489,86,46,33,47,112,1489,1107,486
62402,62,7,39,20,11,6,5,0,0,2,19,20,11
10402,10,3,32,24,2,4,0,0,12,4,17,28,4
02402,02,0,9,1,0,0,1,0,10,1,0,2,3
14402,14,0,4,9,3,5,0,0,10,2,3,10,2
60402,60,58,332,195,49,7,14,5,0,10,167,178,60
50402,50,88,343,397,110,14,23,6,4,14,240,366,93
57402,57,0,15,10,6,3,0,1,2,0,6,6,1
76402,76,150,741,621,178,17,38,7,47,21,634,504,173
21402,21,4,0,0,0,5,0,0,0,0,0,0,1
59402,59,26,116,91,29,6,3,0,0,4,90,73,24
25402,25,3,0,0,0,2,0,0,2,4,1,0,3
78402,78,64,221,494,111,11,5,5,3,16,271,459,125
51402,51,11,32,29,2,0,2,0,6,0,19,24,2
70402,70,9,61,30,7,3,0,1,0,4,31,36,5
39402,39,14,42,30,6,1,0,1,0,0,26,33,7
88402,88,8,30,20,6,1,2,3,0,0,19,25,5
77402,77,5,43,42,14,0,1,0,0,0,29,27,12
71402,71,16,79,72,18,3,6,3,24,6,60,64,26
61402,61,8,30,22,9,3,5,0,0,5,9,35,9
32402,32,0,10,14,7,0,0,4,0,0,13,4,5
33402,33,36,148,208,63,0,12,5,8,15,189,139,61
89402,89,6,34,19,1,0,0,0,0,1,22,29,7
974403,974,83,852,665,267,50,37,15,45,62,829,620,296
62403,62,36,201,107,28,10,10,3,18,3,110,90,29
02403,02,5,61,25,9,2,0,4,5,3,21,27,2
27403,27,11,44,26,4,1,2,3,0,2,21,30,7
57403,57,0,15,21,9,5,0,3,0,0,0,15,6
76403,76,4,30,17,9,2,0,5,0,1,13,17,11
14403,14,19,70,85,23,7,0,0,10,5,57,74,20
59403,59,23,103,65,20,3,0,2,8,4,72,60,22
60403,60,41,235,147,42,11,13,3,15,12,133,134,39
25403,25,58,262,245,50,3,10,5,0,7,181,220,70
21403,21,4,7,10,8,0,0,5,0,4,0,16,0
78403,78,39,106,238,51,0,2,0,29,14,132,235,51
51403,51,11,81,64,11,0,3,0,10,1,44,63,19
39403,39,10,34,25,3,5,0,0,4,2,24,16,1
70403,70,4,31,23,8,0,3,0,13,0,15,16,7
50403,50,59,186,223,53,8,10,6,11,6,149,193,55
52403,52,8,0,5,4,5,3,3,0,0,0,10,7
88403,88,9,21,12,6,0,0,0,10,6,13,14,6
77403,77,20,72,83,13,2,2,1,7,1,76,62,20
71403,71,15,38,34,9,2,0,0,0,6,21,32,11
32403,32,0,12,11,5,0,0,0,0,0,4,8,4
33403,33,2,8,9,3,2,0,0,5,3,15,6,7
89403,89,8,22,8,1,0,4,0,0,5,6,7,7
28403,28,18,102,91,22,8,2,0,5,1,62,81,22
10403,10,7,2,13,0,1,4,3,0,0,0,12,5
62404,62,7,28,20,7,1,3,2,3,0,13,17,4
974404,974,235,1776,1436,589,116,94,35,90,150,1716,1306,594
02404,02,1,30,13,0,0,1,0,21,3,10,13,2
57404,57,10,30,33,7,0,7,0,1,0,19,20,7
76404,76,24,135,128,32,1,5,3,14,6,135,108,32
14404,14,6,13,9,1,0,1,0,0,5,7,11,0
27404,27,0,16,11,2,1,3,1,9,0,10,6,0
78404,78,7,21,36,10,3,4,0,0,0,4,33,12
60404,60,31,203,133,31,4,12,1,0,2,88,119,34
25404,25,6,7,5,0,0,0,5,0,0,8,9,3
21404,21,16,49,45,19,0,0,4,7,4,37,42,11
51404,51,2,10,13,5,5,4,2,0,0,0,12,8
39404,39,16,64,60,8,6,5,2,0,0,46,51,11
70404,70,17,85,60,17,7,2,3,1,4,42,56,17
88404,88,3,8,8,0,5,6,0,0,0,0,6,1
71404,71,22,121,105,30,0,10,3,0,6,74,91,28
61404,61,22,63,56,22,8,1,0,10,6,39,74,13
32404,32,10,54,60,20,2,6,5,0,7,39,39,20
77404,77,41,176,182,43,7,8,5,0,14,144,149,50
33404,33,3,19,37,12,3,6,1,0,0,14,26,5
89404,89,11,82,56,11,0,1,0,6,0,41,55,12
28404,28,301,1182,1029,252,29,57,13,80,39,746,1047,239
10404,10,1,21,11,6,0,5,2,1,0,3,12,1
62405,62,19,84,47,7,4,3,1,0,0,49,40,15
02405,02,18,84,48,13,0,0,4,6,3,49,37,9
52405,52,35,163,91,18,3,9,6,37,4,80,96,13
50405,50,9,31,33,10,0,0,3,0,5,6,28,13
89405,89,17,65,63,17,0,6,0,6,10,33,58,11
57405,57,3,4,2,0,2,2,0,7,0,5,3,0
76405,76,5,27,28,8,0,0,1,0,0,20,18,1
14405,14,6,26,42,7,0,0,0,21,0,24,33,6
21405,21,16,78,81,18,5,2,3,21,1,66,72,28
27405,27,3,14,7,3,5,2,5,3,6,7,13,2
91405,91,153,369,564,147,17,14,16,51,29,451,403,158
59405,59,8,61,34,16,0,0,0,3,6,49,30,7
60405,60,21,136,91,20,7,6,2,7,8,89,79,25
25405,25,21,112,100,25,2,6,0,5,7,75,95,24
39405,39,28,112,91,28,0,8,0,4,1,92,81,18
70405,70,7,26,19,5,0,0,0,5,0,14,24,2
974405,974,189,1519,1216,531,106,81,22,79,121,1489,1133,502
77405,77,80,295,301,74,5,10,4,14,15,253,224,79
71405,71,4,20,19,6,4,0,2,3,4,18,16,5
